player,nation,pos,squad,born,90s,cmp_total,att_total,cmp_perc_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_perc_short,cmp_medium,att_medium,cmp_perc_medium,cmp_long,att_long,cmp_perc_long,ast,ppa,crs_pa,prog,year,league 
Timo Werner,de GER,"FW,MF",Stuttgart,1996,18.1,,,,,,,,,,,,,,,1,,,,2014,Germany
Tobias Werner,de GER,MF,Augsburg,1985,29.2,,,,,,,,,,,,,,,4,,,,2014,Germany
Heiko Westermann,de GER,"DF,MF",Hamburger SV,1983,25.6,,,,,,,,,,,,,,,0,,,,2014,Germany
Felix Wiedwald,de GER,GK,Eint Frankfurt,1990,9,,,,,,,,,,,,,,,0,,,,2014,Germany
Kevin Wimmer,at AUT,DF,Köln,1992,32,,,,,,,,,,,,,,,0,,,,2014,Germany
Raphael Wolf,de GER,GK,Werder Bremen,1988,26.6,,,,,,,,,,,,,,,0,,,,2014,Germany
Philipp Wollscheid,de GER,DF,Mainz 05,1989,2.3,,,,,,,,,,,,,,,0,,,,2014,Germany
Granit Xhaka,ch SUI,MF,M'Gladbach,1992,29.3,,,,,,,,,,,,,,,1,,,,2014,Germany
Didier Ya Konan,ci CIV,"FW,MF",Hannover 96,1984,3.5,,,,,,,,,,,,,,,0,,,,2014,Germany
Özkan Yıldırım,de GER,MF,Werder Bremen,1993,0.6,,,,,,,,,,,,,,,0,,,,2014,Germany
Vladlen Yurchenko,ua UKR,MF,Leverkusen,1994,0.6,,,,,,,,,,,,,,,0,,,,2014,Germany
Carlos Zambrano,pe PER,"DF,MF",Eint Frankfurt,1989,16.1,,,,,,,,,,,,,,,1,,,,2014,Germany
Patrick Ziegler,de GER,"DF,MF",Paderborn 07,1990,21.7,,,,,,,,,,,,,,,0,,,,2014,Germany
Ron-Robert Zieler,de GER,GK,Hannover 96,1989,34,,,,,,,,,,,,,,,0,,,,2014,Germany
Simon Zoller,de GER,"FW,MF",Köln,1991,5.4,,,,,,,,,,,,,,,0,,,,2014,Germany
Steven Zuber,ch SUI,"DF,MF",Hoffenheim,1991,6.5,,,,,,,,,,,,,,,1,,,,2014,Germany
Philipp Zulechner,at AUT,FW,Freiburg,1990,0.2,,,,,,,,,,,,,,,0,,,,2014,Germany
Filip _uri_i_,rs SRB,"FW,MF",Mainz 05,1992,5.3,,,,,,,,,,,,,,,0,,,,2014,Germany
Nikola _ur_i_,rs SRB,"FW,MF",Augsburg,1986,7,,,,,,,,,,,,,,,1,,,,2014,Germany
Mohammed Abdellaoue,no NOR,FW,Stuttgart,1985,7.3,,,,,,,,,,,,,,,1,,,,2013,Germany
David Abraham,ar ARG,DF,Hoffenheim,1986,19.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Orhan Ademi,ch SUI,FW,Braunschweig,1991,9.9,,,,,,,,,,,,,,,1,,,,2013,Germany
René Adler,de GER,GK,Hamburger SV,1985,30,,,,,,,,,,,,,,,0,,,,2013,Germany
Stefan Aigner,de GER,"FW,MF",Eint Frankfurt,1987,24,,,,,,,,,,,,,,,6,,,,2013,Germany
David Alaba,at AUT,"DF,MF",Bayern Munich,1992,26.6,,,,,,,,,,,,,,,6,,,,2013,Germany
Tim Albutat,de GER,MF,Freiburg,1992,0.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Thiago Alcántara,es ESP,MF,Bayern Munich,1991,11.1,,,,,,,,,,,,,,,4,,,,2013,Germany
Sami Allagui,tn TUN,"FW,MF",Hertha BSC,1986,21.9,,,,,,,,,,,,,,,2,,,,2013,Germany
Halil Altıntop,tr TUR,"FW,MF",Augsburg,1982,29.9,,,,,,,,,,,,,,,3,,,,2013,Germany
Mohamed Amsif,ma MAR,GK,Augsburg,1989,2,,,,,,,,,,,,,,,0,,,,2013,Germany
Leon Andreasen,dk DEN,"DF,MF",Hannover 96,1983,27,,,,,,,,,,,,,,,3,,,,2013,Germany
Martin Angha,ch SUI,DF,Nürnberg,1994,11.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Anthony Annan,gh GHA,MF,Schalke 04,1986,0.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Dennis Aogo,de GER,"DF,MF",Schalke 04,1987,9.9,,,,,,,,,,,,,,,3,,,,2013,Germany
Dennis Aogo,de GER,"DF,MF",Hamburger SV,1987,0.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Juan Arango,ve VEN,MF,M'Gladbach,1980,28.7,,,,,,,,,,,,,,,5,,,,2013,Germany
Marko Arnautovi_,at AUT,"FW,MF",Werder Bremen,1989,1,,,,,,,,,,,,,,,0,,,,2013,Germany
Maximilian Arnold,de GER,MF,Wolfsburg,1994,24.9,,,,,,,,,,,,,,,2,,,,2013,Germany
Tolgay Arslan,de GER,MF,Hamburger SV,1990,27.5,,,,,,,,,,,,,,,3,,,,2013,Germany
Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Dortmund,1989,21.7,,,,,,,,,,,,,,,4,,,,2013,Germany
Christopher Avevor,de GER,"DF,MF",Hannover 96,1992,1,,,,,,,,,,,,,,,0,,,,2013,Germany
Levent Ayçiçek,de GER,MF,Werder Bremen,1994,0.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Kaan Ayhan,tr TUR,"DF,MF",Schalke 04,1994,9.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Milan Badelj,hr CRO,MF,Hamburger SV,1989,26.7,,,,,,,,,,,,,,,2,,,,2013,Germany
Daniel Baier,de GER,MF,Augsburg,1984,34,,,,,,,,,,,,,,,3,,,,2013,Germany
Marvin Bakalorz,de GER,MF,Eint Frankfurt,1989,0.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Hanno Balitsch,de GER,MF,Nürnberg,1981,11.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Anderson Bamba,br BRA,DF,Eint Frankfurt,1988,14.4,,,,,,,,,,,,,,,1,,,,2013,Germany
Philipp Bargfrede,de GER,MF,Werder Bremen,1989,17.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Tranquillo Barnetta,ch SUI,MF,Eint Frankfurt,1985,18.2,,,,,,,,,,,,,,,3,,,,2013,Germany
Tranquillo Barnetta,ch SUI,MF,Schalke 04,1985,0.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Oliver Baumann,de GER,GK,Freiburg,1990,33,,,,,,,,,,,,,,,0,,,,2013,Germany
Julian Baumgartlinger,at AUT,"DF,MF",Mainz 05,1988,5.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Alexander Baumjohann,de GER,MF,Hertha BSC,1987,5.8,,,,,,,,,,,,,,,2,,,,2013,Germany
Andreas Beck,de GER,"DF,MF",Hoffenheim,1987,32.8,,,,,,,,,,,,,,,2,,,,2013,Germany
Maximilian Beister,de GER,"FW,MF",Hamburger SV,1990,13.5,,,,,,,,,,,,,,,4,,,,2013,Germany
Stefan Bell,de GER,DF,Mainz 05,1991,25.3,,,,,,,,,,,,,,,3,,,,2013,Germany
Karim Bellarabi,de GER,"FW,MF",Braunschweig,1990,19.6,,,,,,,,,,,,,,,4,,,,2013,Germany
Änis Ben-Hatira,tn TUN,MF,Hertha BSC,1988,17,,,,,,,,,,,,,,,2,,,,2013,Germany
Diego Benaglio,ch SUI,GK,Wolfsburg,1983,28.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Lars Bender,de GER,"DF,MF",Leverkusen,1989,26,,,,,,,,,,,,,,,1,,,,2013,Germany
Sven Bender,de GER,"DF,MF",Dortmund,1989,15.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Ermin Bi_ak_i_,ba BIH,DF,Braunschweig,1990,30.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Mame Biram Diouf,sn SEN,"FW,MF",Hannover 96,1987,16.2,,,,,,,,,,,,,,,3,,,,2013,Germany
Leonardo Bittencourt,de GER,"FW,MF",Hannover 96,1993,20.2,,,,,,,,,,,,,,,5,,,,2013,Germany
Jérôme Boateng,de GER,DF,Bayern Munich,1988,24.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Kevin-Prince Boateng,gh GHA,"FW,MF",Schalke 04,1987,27.1,,,,,,,,,,,,,,,2,,,,2013,Germany
Raúl Bobadilla,py PAR,FW,Augsburg,1987,9.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Sebastian Boenisch,pl POL,DF,Leverkusen,1987,25,,,,,,,,,,,,,,,2,,,,2013,Germany
Arthur Boka,ci CIV,DF,Stuttgart,1983,19.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Mirko Boland,de GER,MF,Braunschweig,1987,28.9,,,,,,,,,,,,,,,5,,,,2013,Germany
Ouasim Bouy,nl NED,"DF,MF",Hamburger SV,1993,2.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Julian Brandt,de GER,"FW,MF",Leverkusen,1996,6.5,,,,,,,,,,,,,,,2,,,,2013,Germany
John Brooks,us USA,DF,Hertha BSC,1993,11.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Roel Brouwers,nl NED,DF,M'Gladbach,1981,5.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Niko Bungert,de GER,DF,Mainz 05,1986,5.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Jakub B_aszczykowski,pl POL,MF,Dortmund,1985,8.7,,,,,,,,,,,,,,,1,,,,2013,Germany
Cacau,de GER,FW,Stuttgart,1981,8,,,,,,,,,,,,,,,1,,,,2013,Germany
Luca Caldirola,it ITA,DF,Werder Bremen,1991,32.9,,,,,,,,,,,,,,,1,,,,2013,Germany
Hakan Çalhano_lu,tr TUR,"FW,MF",Hamburger SV,1994,27.1,,,,,,,,,,,,,,,4,,,,2013,Germany
Daniel Caligiuri,it ITA,"DF,MF",Wolfsburg,1988,12.1,,,,,,,,,,,,,,,1,,,,2013,Germany
Marco Caligiuri,de GER,"DF,MF",Braunschweig,1984,9.2,,,,,,,,,,,,,,,1,,,,2013,Germany
Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,1984,32.3,,,,,,,,,,,,,,,0,,,,2013,Germany
José Campaña,es ESP,MF,Nürnberg,1993,6.6,,,,,,,,,,,,,,,1,,,,2013,Germany
Emre Can,de GER,"DF,MF",Leverkusen,1994,24.3,,,,,,,,,,,,,,,3,,,,2013,Germany
Koen Casteels,be BEL,GK,Hoffenheim,1992,22.8,,,,,,,,,,,,,,,0,,,,2013,Germany
Gonzalo Castro,de GER,"DF,MF",Leverkusen,1987,28.3,,,,,,,,,,,,,,,9,,,,2013,Germany
Stefano Celozzi,de GER,DF,Eint Frankfurt,1988,3.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Timothy Chandler,us USA,"DF,MF",Nürnberg,1990,17.7,,,,,,,,,,,,,,,2,,,,2013,Germany
Steve Cherundolo,us USA,DF,Hannover 96,1979,0.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Tolga Ci_erci,tr TUR,MF,Hertha BSC,1992,16.5,,,,,,,,,,,,,,,3,,,,2013,Germany
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,1987,23.3,,,,,,,,,,,,,,,6,,,,2013,Germany
Christian Clemens,de GER,"FW,MF",Schalke 04,1991,5.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Antonio _olak,hr CRO,FW,Nürnberg,1993,1.8,,,,,,,,,,,,,,,0,,,,2013,Germany
Diego Contento,de GER,DF,Bayern Munich,1990,6.5,,,,,,,,,,,,,,,1,,,,2013,Germany
Francis Coquelin,fr FRA,"DF,MF",Freiburg,1991,8.1,,,,,,,,,,,,,,,1,,,,2013,Germany
Marcel Correia,pt POR,DF,Braunschweig,1989,15.7,,,,,,,,,,,,,,,1,,,,2013,Germany
Berkay Dabanlı,tr TUR,DF,Nürnberg,1990,3.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Filip Daems,be BEL,DF,M'Gladbach,1978,13.2,,,,,,,,,,,,,,,0,,,,2013,Germany
Dante,br BRA,DF,Bayern Munich,1983,26.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Vladimír Darida,cz CZE,MF,Freiburg,1990,20.9,,,,,,,,,,,,,,,6,,,,2013,Germany
Daniel Davari,ir IRN,GK,Braunschweig,1988,29,,,,,,,,,,,,,,,0,,,,2013,Germany
Kevin De Bruyne,be BEL,MF,Wolfsburg,1991,15.7,,,,,,,,,,,,,,,6,,,,2013,Germany
Kerem Demirbay,de GER,MF,Hamburger SV,1993,0.7,,,,,,,,,,,,,,,1,,,,2013,Germany
Johannes van den Bergh,de GER,"DF,MF",Hertha BSC,1986,24.7,,,,,,,,,,,,,,,1,,,,2013,Germany
Rafael van der Vaart,nl NED,MF,Hamburger SV,1983,24.2,,,,,,,,,,,,,,,6,,,,2013,Germany
Eren Derdiyok,ch SUI,FW,Leverkusen,1988,5.9,,,,,,,,,,,,,,,1,,,,2013,Germany
Franco Di Santo,ar ARG,FW,Werder Bremen,1989,18.4,,,,,,,,,,,,,,,4,,,,2013,Germany
Fallou Diagne,sn SEN,DF,Freiburg,1989,10.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Júnior Díaz,cr CRC,"DF,MF",Mainz 05,1983,16.4,,,,,,,,,,,,,,,1,,,,2013,Germany
Daniel Didavi,de GER,"FW,MF",Stuttgart,1990,4.9,,,,,,,,,,,,,,,1,,,,2013,Germany
Diego,br BRA,MF,Wolfsburg,1985,14.1,,,,,,,,,,,,,,,2,,,,2013,Germany
Dennis Diekmeier,de GER,"DF,MF",Hamburger SV,1989,19.2,,,,,,,,,,,,,,,2,,,,2013,Germany
Tim Dierßen,de GER,MF,Hannover 96,1996,0.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Constant Djakpa,ci CIV,DF,Eint Frankfurt,1986,18.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Johan Djourou,ch SUI,DF,Hamburger SV,1987,21,,,,,,,,,,,,,,,0,,,,2013,Germany
Deniz Do_an,de GER,DF,Braunschweig,1979,20,,,,,,,,,,,,,,,0,,,,2013,Germany
Álvaro Domínguez,es ESP,DF,M'Gladbach,1989,19.6,,,,,,,,,,,,,,,1,,,,2013,Germany
Giulio Donati,it ITA,DF,Leverkusen,1990,19.6,,,,,,,,,,,,,,,1,,,,2013,Germany
Ji Dong-won,kr KOR,"FW,MF",Augsburg,1991,3.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Bas Dost,nl NED,FW,Wolfsburg,1989,6.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Julian Draxler,de GER,"FW,MF",Schalke 04,1993,23.8,,,,,,,,,,,,,,,7,,,,2013,Germany
Josip Drmi_,ch SUI,FW,Nürnberg,1992,29.5,,,,,,,,,,,,,,,3,,,,2013,Germany
Jaroslav Drobn_,cz CZE,GK,Hamburger SV,1979,4,,,,,,,,,,,,,,,0,,,,2013,Germany
Marvin Ducksch,de GER,FW,Dortmund,1994,1.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Erik Durm,de GER,"DF,FW",Dortmund,1992,15.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Mehmet Ekici,tr TUR,MF,Werder Bremen,1990,6.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Omar Elabdellaoui,no NOR,"DF,MF",Braunschweig,1991,25.7,,,,,,,,,,,,,,,2,,,,2013,Germany
Eljero Elia,nl NED,"FW,MF",Werder Bremen,1987,22.4,,,,,,,,,,,,,,,3,,,,2013,Germany
Tarik Elyounoussi,no NOR,"FW,MF",Hoffenheim,1988,11.5,,,,,,,,,,,,,,,3,,,,2013,Germany
Alexander Esswein,de GER,"FW,MF",Nürnberg,1990,1.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Alexander Esswein,de GER,"FW,MF",Augsburg,1990,6.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Willi Evseev,de GER,MF,Wolfsburg,1992,0.1,,,,,,,,,,,,,,,1,,,,2013,Germany
Ralf Fährmann,de GER,GK,Schalke 04,1988,22,,,,,,,,,,,,,,,0,,,,2013,Germany
Jefferson Farfán,pe PER,"FW,MF",Schalke 04,1984,16.9,,,,,,,,,,,,,,,5,,,,2013,Germany
Malik Fathi,de GER,DF,Mainz 05,1983,0.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Gelson Fernandes,ch SUI,MF,Freiburg,1986,24.6,,,,,,,,,,,,,,,2,,,,2013,Germany
Mathias Fetsch,de GER,FW,Augsburg,1988,0.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Markus Feulner,de GER,MF,Nürnberg,1982,19.5,,,,,,,,,,,,,,,3,,,,2013,Germany
Roberto Firmino,br BRA,"FW,MF",Hoffenheim,1991,32.4,,,,,,,,,,,,,,,11,,,,2013,Germany
Johannes Flum,de GER,MF,Eint Frankfurt,1987,21.6,,,,,,,,,,,,,,,2,,,,2013,Germany
Mike Frantz,de GER,"FW,MF",Nürnberg,1986,23.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Sebastian Freis,de GER,"FW,MF",Freiburg,1985,12.1,,,,,,,,,,,,,,,4,,,,2013,Germany
Manuel Friedrich,de GER,DF,Dortmund,1979,8.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Clemens Fritz,de GER,"DF,MF",Werder Bremen,1980,20.2,,,,,,,,,,,,,,,3,,,,2013,Germany
Christian Fuchs,at AUT,"DF,MF",Schalke 04,1986,9.3,,,,,,,,,,,,,,,2,,,,2013,Germany
Santiago García,ar ARG,DF,Werder Bremen,1988,20.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Timo Gebhart,de GER,MF,Nürnberg,1989,1.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Theodor Gebre Selassie,cz CZE,"DF,MF",Werder Bremen,1986,21.1,,,,,,,,,,,,,,,1,,,,2013,Germany
Johannes Geis,de GER,"DF,MF",Mainz 05,1993,31.1,,,,,,,,,,,,,,,6,,,,2013,Germany
Christian Gentner,de GER,MF,Stuttgart,1985,28,,,,,,,,,,,,,,,3,,,,2013,Germany
Marius Gersbeck,de GER,GK,Hertha BSC,1995,1,,,,,,,,,,,,,,,0,,,,2013,Germany
Daniel Ginczek,de GER,FW,Nürnberg,1991,12,,,,,,,,,,,,,,,1,,,,2013,Germany
Matthias Ginter,de GER,"DF,MF",Freiburg,1994,33.8,,,,,,,,,,,,,,,0,,,,2013,Germany
Leon Goretzka,de GER,MF,Schalke 04,1995,16.6,,,,,,,,,,,,,,,1,,,,2013,Germany
Mario Götze,de GER,"FW,MF",Bayern Munich,1992,20.2,,,,,,,,,,,,,,,8,,,,2013,Germany
Jens Grahl,de GER,GK,Hoffenheim,1988,11,,,,,,,,,,,,,,,0,,,,2013,Germany
Kevin Großkreutz,de GER,"DF,FW",Dortmund,1988,31.1,,,,,,,,,,,,,,,2,,,,2013,Germany
Carlos Gruezo,ec ECU,MF,Stuttgart,1995,6.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Max Grün,de GER,GK,Wolfsburg,1987,5.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Andrés Guardado,mx MEX,"DF,FW",Leverkusen,1986,3,,,,,,,,,,,,,,,0,,,,2013,Germany
Karim Guédé,sk SVK,MF,Freiburg,1985,14.4,,,,,,,,,,,,,,,0,,,,2013,Germany
_lkay Gündo_an,de GER,MF,Dortmund,1990,0.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Christian Günter,de GER,"DF,MF",Freiburg,1993,25.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Koray Günter,de GER,DF,Dortmund,1994,0,,,,,,,,,,,,,,,0,,,,2013,Germany
Luiz Gustavo,br BRA,"DF,MF",Wolfsburg,1987,28.2,,,,,,,,,,,,,,,2,,,,2013,Germany
Joe Gyau,us USA,"FW,MF",Hoffenheim,1992,0.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Karim Haggui,tn TUN,DF,Stuttgart,1984,3.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Karim Haggui,tn TUN,DF,Hannover 96,1984,1.2,,,,,,,,,,,,,,,0,,,,2013,Germany
André Hahn,de GER,"FW,MF",Augsburg,1990,30.4,,,,,,,,,,,,,,,8,,,,2013,Germany
Jiloan Hamad,iq IRQ,MF,Hoffenheim,1990,2.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Mike Hanke,de GER,FW,Freiburg,1983,5.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Martin Harnik,at AUT,"FW,MF",Stuttgart,1987,22.6,,,,,,,,,,,,,,,2,,,,2013,Germany
Makoto Hasebe,jp JPN,"DF,MF",Wolfsburg,1984,0.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Makoto Hasebe,jp JPN,"DF,MF",Nürnberg,1984,14,,,,,,,,,,,,,,,1,,,,2013,Germany
Jens Hegeler,de GER,"DF,MF",Leverkusen,1988,7.5,,,,,,,,,,,,,,,2,,,,2013,Germany
Matthias Henn,de GER,DF,Braunschweig,1985,2,,,,,,,,,,,,,,,1,,,,2013,Germany
Kai Herdling,de GER,"FW,MF",Hoffenheim,1984,12,,,,,,,,,,,,,,,3,,,,2013,Germany
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,1991,29.7,,,,,,,,,,,,,,,8,,,,2013,Germany
Son Heung-min,kr KOR,"FW,MF",Leverkusen,1992,26.3,,,,,,,,,,,,,,,4,,,,2013,Germany
Roberto Hilbert,de GER,"DF,MF",Leverkusen,1984,14.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Timo Hildebrand,de GER,GK,Schalke 04,1979,12,,,,,,,,,,,,,,,0,,,,2013,Germany
Marwin Hitz,ch SUI,GK,Augsburg,1987,19,,,,,,,,,,,,,,,0,,,,2013,Germany
Adam Hlou_ek,cz CZE,"DF,FW",Nürnberg,1988,25.3,,,,,,,,,,,,,,,3,,,,2013,Germany
Jan Hochscheidt,de GER,"FW,MF",Braunschweig,1987,17.3,,,,,,,,,,,,,,,1,,,,2013,Germany
André Hoffmann,de GER,"DF,MF",Hannover 96,1993,15.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Nicolas Höfler,de GER,MF,Freiburg,1990,7.4,,,,,,,,,,,,,,,1,,,,2013,Germany
Jonas Hofmann,de GER,MF,Dortmund,1992,7.6,,,,,,,,,,,,,,,4,,,,2013,Germany
Marco Höger,de GER,"DF,MF",Schalke 04,1989,6,,,,,,,,,,,,,,,0,,,,2013,Germany
Immanuel Höhn,de GER,DF,Freiburg,1991,16.2,,,,,,,,,,,,,,,0,,,,2013,Germany
Fabian Holland,de GER,"DF,MF",Hertha BSC,1990,3,,,,,,,,,,,,,,,0,,,,2013,Germany
Raphael Holzhauser,at AUT,MF,Augsburg,1993,6.6,,,,,,,,,,,,,,,1,,,,2013,Germany
Tim Hoogland,de GER,"DF,MF",Schalke 04,1985,15,,,,,,,,,,,,,,,0,,,,2013,Germany
Hajime Hosogai,jp JPN,"DF,MF",Hertha BSC,1986,31.9,,,,,,,,,,,,,,,1,,,,2013,Germany
Benedikt Höwedes,de GER,DF,Schalke 04,1988,16.8,,,,,,,,,,,,,,,0,,,,2013,Germany
Branimir Hrgota,se SWE,"FW,MF",M'Gladbach,1993,6.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Mats Hummels,de GER,DF,Dortmund,1988,21.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Aaron Hunt,de GER,"FW,MF",Werder Bremen,1986,29.6,,,,,,,,,,,,,,,7,,,,2013,Germany
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,1983,16.2,,,,,,,,,,,,,,,0,,,,2013,Germany
Szabolcs Huszti,hu HUN,MF,Hannover 96,1983,28.8,,,,,,,,,,,,,,,7,,,,2013,Germany
Pierre Højbjerg,dk DEN,MF,Bayern Munich,1995,3.2,,,,,,,,,,,,,,,1,,,,2013,Germany
Vedad Ibi_evi_,ba BIH,FW,Stuttgart,1984,24,,,,,,,,,,,,,,,3,,,,2013,Germany
Aleksandar Ignjovski,rs SRB,"DF,MF",Werder Bremen,1991,9.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Ivo Ili_evi_,hr CRO,MF,Hamburger SV,1986,11.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Takashi Inui,jp JPN,"FW,MF",Eint Frankfurt,1988,9.2,,,,,,,,,,,,,,,0,,,,2013,Germany
Koo Ja-cheol,kr KOR,MF,Mainz 05,1989,8.3,,,,,,,,,,,,,,,1,,,,2013,Germany
Koo Ja-cheol,kr KOR,MF,Wolfsburg,1989,6.5,,,,,,,,,,,,,,,0,,,,2013,Germany
Simeon Jackson,ca CAN,FW,Braunschweig,1987,5.3,,,,,,,,,,,,,,,0,,,,2013,Germany
Christoph Janker,de GER,DF,Hertha BSC,1985,2.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Marcell Jansen,de GER,"DF,MF",Hamburger SV,1985,19.7,,,,,,,,,,,,,,,3,,,,2013,Germany
Tony Jantschke,de GER,"DF,MF",M'Gladbach,1990,30.5,,,,,,,,,,,,,,,1,,,,2013,Germany
Rune Jarstein,no NOR,GK,Hertha BSC,1984,1,,,,,,,,,,,,,,,0,,,,2013,Germany
Hong Jeong-ho,kr KOR,DF,Augsburg,1989,8.7,,,,,,,,,,,,,,,0,,,,2013,Germany
Petr Jirá_ek,cz CZE,MF,Hamburger SV,1986,11.4,,,,,,,,,,,,,,,1,,,,2013,Germany
Ola John,nl NED,"FW,MF",Hamburger SV,1992,4.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Fabian Johnson,us USA,"DF,MF",Hoffenheim,1987,23,,,,,,,,,,,,,,,3,,,,2013,Germany
Milo_ Joji_,rs SRB,MF,Dortmund,1992,5.3,,,,,,,,,,,,,,,1,,,,2013,Germany
Jermaine Jones,us USA,MF,Schalke 04,1981,10,,,,,,,,,,,,,,,1,,,,2013,Germany
Luuk de Jong,nl NED,FW,M'Gladbach,1990,0.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Marcel de Jong,ca CAN,"DF,MF",Augsburg,1986,2.1,,,,,,,,,,,,,,,0,,,,2013,Germany
Park Joo-ho,kr KOR,"DF,MF",Mainz 05,1987,25.9,,,,,,,,,,,,,,,2,,,,2013,Germany
Joselu,es ESP,FW,Eint Frankfurt,1990,18.5,,,,,,,,,,,,,,,1,,,,2013,Germany
Sebastian Jung,de GER,DF,Eint Frankfurt,1990,29.9,,,,,,,,,,,,,,,7,,,,2013,Germany
Zlatko Junuzovi_,at AUT,"FW,MF",Werder Bremen,1987,25.4,,,,,,,,,,,,,,,2,,,,2013,Germany
Deniz Kadah,tr TUR,"FW,MF",Hannover 96,1986,0.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Václav Kadlec,cz CZE,FW,Eint Frankfurt,1992,14.9,,,,,,,,,,,,,,,3,,,,2013,Germany
Kenan Karaman,tr TUR,"FW,MF",Hoffenheim,1994,0.4,,,,,,,,,,,,,,,0,,,,2013,Germany
Loris Karius,de GER,GK,Mainz 05,1993,23,,,,,,,,,,,,,,,0,,,,2013,Germany
Sebastian Kehl,de GER,"DF,MF",Dortmund,1980,12.7,,,,,,,,,,,,,,,1,,,,2013,Germany
Marc-Oliver Kempf,de GER,DF,Eint Frankfurt,1995,1.8,,,,,,,,,,,,,,,0,,,,2013,Germany
Sebastian Kerk,de GER,MF,Freiburg,1994,5.6,,,,,,,,,,,,,,,0,,,,2013,Germany
Benjamin Kessel,de GER,DF,Braunschweig,1987,18.8,,,,,,,,,,,,,,,1,,,,2013,Germany
Rani Khedira,de GER,"DF,MF",Stuttgart,1994,5.9,,,,,,,,,,,,,,,0,,,,2013,Germany
Salim Khelifi,tn TUN,"FW,MF",Braunschweig,1994,0,,,,,,,,,,,,,,,0,,,,2013,Germany
Stefan Kießling,de GER,"FW,MF",Leverkusen,1984,29.6,,,,,,,,,,,,,,,3,,,,2013,Germany
