player,nation,pos,squad,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_vs_dribbles,att_vs_dribbles,tkl_perc_vs_dribbles,past_vs_dribbles,press,succ,percent,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks,sh_blocks,shsv_blocks,pass_blocks,int,tkl_and_int,clr,err,year,league
Manuel Gulde,de GER,DF,Hoffenheim,1991,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
İlkay Gündoğan,de GER,MF,Nürnberg,1990,20.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ralph Gunesch,de GER,DF,St. Pauli,1983,19.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Luiz Gustavo,br BRA,"DF,MF",Hoffenheim,1987,16.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Luiz Gustavo,br BRA,"DF,MF",Bayern Munich,1987,11.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Daniel Haas,de GER,GK,Hoffenheim,1983,9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Karim Haggui,tn TUN,DF,Hannover 96,1984,24.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mathias Hain,de GER,GK,St. Pauli,1972,3.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tamás Hajnal,hu HUN,MF,Stuttgart,1981,10.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mike Hanke,de GER,FW,M'Gladbach,1983,9.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mike Hanke,de GER,FW,Hannover 96,1983,1.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Martin Harnik,at AUT,"FW,MF",Stuttgart,1987,20.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Makoto Hasebe,jp JPN,"DF,MF",Wolfsburg,1984,18.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jens Hegeler,de GER,"DF,MF",Nürnberg,1988,27.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Christofer Heimeroth,de GER,GK,M'Gladbach,1981,13,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Florian Heller,de GER,"FW,MF",Mainz 05,1982,7.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcel Heller,de GER,"FW,MF",Eint Frankfurt,1986,4.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Patrick Helmes,de GER,FW,Wolfsburg,1984,4.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Patrick Helmes,de GER,FW,Leverkusen,1984,7.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Rouwen Hennings,de GER,"FW,MF",St. Pauli,1987,9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Patrick Herrmann,de GER,"FW,MF",M'Gladbach,1991,12.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Son Heung-min,kr KOR,"FW,MF",Hamburger SV,1992,8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marwin Hitz,ch SUI,GK,Wolfsburg,1987,5.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Adam Hloušek,cz CZE,"DF,FW",Kaiserslautern,1988,11.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Erwin Hoffer,at AUT,FW,Kaiserslautern,1987,12.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Lewis Holtby,de GER,MF,Mainz 05,1990,22.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Benedikt Höwedes,de GER,DF,Schalke 04,1988,28.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mats Hummels,de GER,DF,Dortmund,1988,31.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Aaron Hunt,de GER,"FW,MF",Werder Bremen,1986,20.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,1983,22.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Said Husejinović,ba BIH,MF,Werder Bremen,1988,0.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sami Hyypiä,fi FIN,DF,Leverkusen,1973,18.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Andreas Ibertsberger,at AUT,DF,Hoffenheim,1982,18.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Vedad Ibišević,ba BIH,FW,Hoffenheim,1984,23.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mohammadou Idrissou,cm CMR,FW,M'Gladbach,1980,25.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ivo Iličević,hr CRO,MF,Kaiserslautern,1986,19.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Alexandru Ioniță,ro ROU,FW,Köln,1989,1.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Andreas Ivanschitz,at AUT,MF,Mainz 05,1983,11.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Koo Ja-cheol,kr KOR,MF,Wolfsburg,1989,3.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jonathan Jäger,fr FRA,FW,Freiburg,1978,4.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Matthias Jaissle,de GER,DF,Hoffenheim,1988,4.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mato Jajalo,ba BIH,MF,Köln,1988,24.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcell Jansen,de GER,"DF,MF",Hamburger SV,1985,11.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tony Jantschke,de GER,"DF,MF",M'Gladbach,1990,10.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
David Jarolím,cz CZE,MF,Hamburger SV,1979,22,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Erik Jendrišek,sk SVK,"FW,MF",Schalke 04,1986,0.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Erik Jendrišek,sk SVK,"FW,MF",Freiburg,1986,4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Daniel Jensen,dk DEN,MF,Werder Bremen,1979,4.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Leon Jessen,dk DEN,"DF,MF",Kaiserslautern,1986,23.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Fabian Johnson,us USA,"DF,MF",Wolfsburg,1987,1.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jermaine Jones,us USA,MF,Schalke 04,1981,8.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Josué,br BRA,MF,Wolfsburg,1979,23.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Juri Judt,de GER,"DF,MF",Nürnberg,1986,22.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Jung,de GER,DF,Eint Frankfurt,1990,32.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Hao Junmin,cn CHN,"FW,MF",Schalke 04,1987,3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Nicolai Jørgensen,dk DEN,"FW,MF",Leverkusen,1991,2.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Gojko Kačar,rs SRB,"DF,MF",Hamburger SV,1987,17.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Elias Kachunga,cd COD,"FW,MF",M'Gladbach,1992,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Michal Kadlec,cz CZE,DF,Leverkusen,1984,29.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Shinji Kagawa,jp JPN,"FW,MF",Dortmund,1989,15.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thomas Kahlenberg,dk DEN,MF,Wolfsburg,1983,8.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan-Philipp Kalla,de GER,DF,St. Pauli,1986,3.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Miroslav Karhan,sk SVK,MF,Mainz 05,1976,9.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ali Karimi,ir IRN,"FW,MF",Schalke 04,1978,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Kehl,de GER,"DF,MF",Dortmund,1980,2.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thomas Kessler,de GER,GK,St. Pauli,1986,25.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Stefan Kießling,de GER,"FW,MF",Leverkusen,1984,15,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Oliver Kirch,de GER,"DF,MF",Kaiserslautern,1982,23.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan Kirchhoff,de GER,"DF,MF",Mainz 05,1990,8.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sonny Kittel,de GER,"FW,MF",Eint Frankfurt,1993,2.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Simon Kjær,dk DEN,DF,Wolfsburg,1989,31.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Miroslav Klose,de GER,FW,Bayern Munich,1978,9.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Peer Kluge,de GER,MF,Schalke 04,1980,17.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Benjamin Köhler,de GER,MF,Eint Frankfurt,1980,27,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ümit Korkmaz,at AUT,MF,Eint Frankfurt,1985,0.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thomas Kraft,de GER,GK,Bayern Munich,1988,11.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Kevin Kraus,de GER,DF,Eint Frankfurt,1992,1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Pavel Krmaš,cz CZE,"DF,MF",Freiburg,1980,4.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Felix Kroos,de GER,"DF,FW",Werder Bremen,1991,2.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Toni Kroos,de GER,MF,Bayern Munich,1990,19.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Max Kruse,de GER,"FW,MF",St. Pauli,1988,25.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Zdravko Kuzmanović,rs SRB,MF,Stuttgart,1987,26.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Philipp Lahm,de GER,"DF,MF",Bayern Munich,1983,34,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Srđan Lakić,hr CRO,FW,Kaiserslautern,1983,29,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Altin Lala,al ALB,MF,Hannover 96,1975,2.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mitchell Langerak,au AUS,GK,Dortmund,1988,1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Martin Lanig,de GER,MF,Köln,1984,23.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Florian Lechner,de GER,DF,St. Pauli,1981,9.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Matthias Lehmann,de GER,MF,St. Pauli,1983,32.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
André Lenz,de GER,GK,Wolfsburg,1973,1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tobias Levels,de GER,DF,M'Gladbach,1986,22,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Robert Lewandowski,pl POL,FW,Dortmund,1988,17.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Alexander Madlung,de GER,DF,Wolfsburg,1982,6.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Róbert Mak,sk SVK,"FW,MF",Nürnberg,1991,8.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Cédric Makiadi,cd COD,MF,Freiburg,1984,32.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tomoaki Makino,jp JPN,DF,Köln,1987,1.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mario Mandžukić,hr CRO,"FW,MF",Wolfsburg,1986,16.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
José Manuel Jurado,es ESP,MF,Schalke 04,1986,19.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ciprian Marica,ro ROU,FW,Stuttgart,1985,7.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marko Marin,de GER,"FW,MF",Werder Bremen,1989,29.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Dominic Maroh,si SVN,DF,Nürnberg,1987,6.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thorben Marx,de GER,MF,M'Gladbach,1981,19.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Joris Mathijsen,nl NED,DF,Hamburger SV,1980,18.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Joël Matip,cm CMR,"DF,MF",Schalke 04,1991,16.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Karim Matmour,dz ALG,"FW,MF",M'Gladbach,1985,5.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Adam Matuszczyk,pl POL,MF,Köln,1989,16.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Hamburger SV,1989,4.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Dieumerci Mbokani,cd COD,FW,Wolfsburg,1985,3.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Kevin McKenna,ca CAN,"DF,FW",Köln,1980,2.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcel Meeuwis,nl NED,MF,M'Gladbach,1980,0.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Alexander Meier,de GER,"FW,MF",Eint Frankfurt,1983,18.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Markus Mendler,de GER,"FW,MF",Nürnberg,1993,1.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Per Mertesacker,de GER,DF,Werder Bremen,1984,30,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Christoph Metzelder,de GER,DF,Schalke 04,1980,29.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Mielitz,de GER,GK,Werder Bremen,1989,5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marek Mintál,sk SVK,"FW,MF",Nürnberg,1977,2.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Zvjezdan Misimović,ba BIH,MF,Wolfsburg,1982,0.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Iliyan Mitsanski,bg BUL,FW,Kaiserslautern,1985,2.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Peniel Mlapa,tg TOG,FW,Hoffenheim,1991,18.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Youssef Mohamad,lb LIB,DF,Köln,1980,26.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Cristian Molinaro,it ITA,"DF,MF",Stuttgart,1983,22.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Faryd Mondragón,co COL,GK,Köln,1971,12,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan Morávek,cz CZE,"FW,MF",Kaiserslautern,1989,22.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Fabio Morena,de GER,DF,St. Pauli,1980,6.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Christoph Moritz,de GER,MF,Schalke 04,1990,8.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mensur Mujdža,ba BIH,"DF,MF",Freiburg,1984,31.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Heinz Müller,de GER,GK,Mainz 05,1978,10,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thomas Müller,de GER,"FW,MF",Bayern Munich,1989,31,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Deniz Naki,de GER,FW,St. Pauli,1989,8.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Adam Nemec,sk SVK,FW,Kaiserslautern,1985,9.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Manuel Neuer,de GER,GK,Schalke 04,1986,34,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Roman Neustädter,ru RUS,"DF,MF",M'Gladbach,1988,19.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Maximilian Nicu,ro ROU,"DF,MF",Freiburg,1982,16.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Georg Niedermeier,de GER,DF,Stuttgart,1986,25.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Oka Nikolov,mk MKD,GK,Eint Frankfurt,1974,19.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Per Nilsson,se SWE,DF,Nürnberg,1982,14.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ruud van Nistelrooy,nl NED,FW,Hamburger SV,1976,19.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Håvard Nordtveit,no NOR,"DF,MF",M'Gladbach,1990,15.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Milivoje Novaković,si SVN,FW,Köln,1979,24.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Nikolče Noveski,mk MKD,DF,Mainz 05,1979,31,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Chinedu Obasi,ng NGA,FW,Hoffenheim,1986,1.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Patrick Ochs,de GER,"DF,MF",Eint Frankfurt,1984,28.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Bastian Oczipka,de GER,"DF,MF",St. Pauli,1989,18.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Shinji Okazaki,jp JPN,"FW,MF",Stuttgart,1986,11,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Rubin Okotie,at AUT,FW,Nürnberg,1987,0.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ivica Olić,hr CRO,FW,Bayern Munich,1979,3.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Andreas Ottl,de GER,MF,Bayern Munich,1985,10.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Patrick Owomoyela,de GER,"DF,MF",Dortmund,1979,5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Zvonko Pamić,hr CRO,MF,Freiburg,1991,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Christian Pander,de GER,DF,Schalke 04,1983,1.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Kyriakos Papadopoulos,gr GRE,"DF,MF",Schalke 04,1992,10.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Petri Pasanen,fi FIN,DF,Werder Bremen,1980,21.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Peter Pekarík,sk SVK,DF,Wolfsburg,1986,19.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sławomir Peszko,pl POL,MF,Köln,1985,8.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Petit,pt POR,MF,Köln,1976,21.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Nikola Petković,rs SRB,DF,Eint Frankfurt,1986,0.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Mladen Petrić,hr CRO,FW,Hamburger SV,1981,19.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Thanos Petsos,gr GRE,"DF,MF",Kaiserslautern,1991,15.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Kevin Pezzoni,de GER,"DF,MF",Köln,1989,16.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Martin Pieckenhagen,de GER,GK,Mainz 05,1971,0.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
José Pierre Vunguidica,ao ANG,"FW,MF",Köln,1990,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Javier Pinola,ar ARG,DF,Nürnberg,1983,26.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sérgio Pinto,pt POR,"FW,MF",Hannover 96,1980,29,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Łukasz Piszczek,pl POL,"DF,MF",Dortmund,1985,29.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jonathan Pitroipa,bf BFA,"FW,MF",Hamburger SV,1986,20.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Claudio Pizarro,pe PER,FW,Werder Bremen,1978,19.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marvin Plattenhardt,de GER,DF,Nürnberg,1992,4.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Nicolas Plestan,fr FRA,DF,Schalke 04,1981,2.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Vasileios Pliatsikas,gr GRE,"DF,MF",Schalke 04,1988,0.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Benedikt Pliquett,de GER,GK,St. Pauli,1984,5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Lukas Podolski,de GER,"FW,MF",Köln,1985,30.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Emanuel Pogatetz,at AUT,DF,Hannover 96,1983,27,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Pavel Pogrebnyak,ru RUS,FW,Stuttgart,1983,18.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan Polák,cz CZE,MF,Wolfsburg,1981,8.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Eugen Polanski,pl POL,MF,Mainz 05,1986,24.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Simon Pouplin,fr FRA,GK,Freiburg,1985,4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Danijel Pranjić,hr CRO,"DF,MF",Bayern Munich,1981,22.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Prödl,at AUT,"DF,MF",Werder Bremen,1987,25,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Anton Putsila,by BLR,MF,Freiburg,1987,19.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Ivan Rakitić,hr CRO,MF,Schalke 04,1988,13.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Dimitar Rangelov,bg BUL,"FW,MF",Dortmund,1983,0.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Raúl,es ESP,FW,Schalke 04,1977,32.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Konstantin Rausch,ru RUS,"DF,MF",Hannover 96,1990,31.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Stefan Reinartz,de GER,"DF,MF",Leverkusen,1989,29.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Stefan Reisinger,de GER,FW,Freiburg,1981,7.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Michael Rensing,de GER,GK,Köln,1984,17,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marco Reus,de GER,"FW,MF",M'Gladbach,1989,31.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,1983,21.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sascha Riether,de GER,"DF,MF",Wolfsburg,1983,25.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tomás Rincón,ve VEN,MF,Hamburger SV,1988,12.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcel Risse,de GER,"DF,FW",Mainz 05,1989,14.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Stiven Rivić,hr CRO,MF,Kaiserslautern,1985,6.8,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Arjen Robben,nl NED,"FW,MF",Bayern Munich,1984,12.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Zé Roberto,br BRA,"DF,MF",Hamburger SV,1974,30.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Rode,de GER,MF,Eint Frankfurt,1990,9.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Rodnei,br BRA,DF,Kaiserslautern,1985,26,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Simon Rolfes,de GER,MF,Leverkusen,1982,21.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan Rosenthal,de GER,"FW,MF",Freiburg,1986,17.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Frank Rost,de GER,GK,Hamburger SV,1973,29.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Carsten Rothenbach,de GER,DF,St. Pauli,1980,13,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Rudy,de GER,MF,Hoffenheim,1990,27.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marco Russ,de GER,"DF,MF",Eint Frankfurt,1985,31,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Nuri Şahin,tr TUR,MF,Dortmund,1988,28.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Stephan Salger,de GER,DF,Köln,1990,4.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sejad Salihović,ba BIH,"DF,MF",Hoffenheim,1984,23.5,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sidney Sam,de GER,"FW,MF",Leverkusen,1988,24,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Tuncay Şanlı,tr TUR,"FW,MF",Wolfsburg,1982,2.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Wilfried Sanou,bf BFA,"FW,MF",Köln,1984,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Felipe Santana,br BRA,DF,Dortmund,1986,5.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Cícero Santos,br BRA,MF,Wolfsburg,1984,13,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Hans Sarpei,gh GHA,DF,Schalke 04,1976,6.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sebastian Schachten,de GER,"DF,MF",M'Gladbach,1984,7.2,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcel Schäfer,de GER,"DF,MF",Wolfsburg,1984,34,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Raphael Schäfer,de GER,GK,Nürnberg,1979,33.6,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Julian Schieber,de GER,FW,Nürnberg,1989,27,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Sven Schipplock,de GER,FW,Stuttgart,1988,2.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jan Schlaudraff,de GER,"FW,MF",Hannover 96,1983,15.1,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Marcel Schmelzer,de GER,DF,Dortmund,1988,34,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Jonathan Schmid,fr FRA,"DF,MF",Freiburg,1990,0.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Dominik Schmidt,de GER,DF,Werder Bremen,1987,7.9,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Manuel Schmiedebach,de GER,MF,Hannover 96,1988,29.3,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Lukas Schmitz,de GER,"DF,MF",Schalke 04,1988,20.7,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
Christopher Schorch,de GER,DF,Köln,1989,1.4,,,,,,,,,,,,,,,,,,,,,0,,,2010,German
