player,nation,pos,squad,born,90s,gls,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk,pk_att,year,league
Maxime Le Marchand,fr FRA,DF,Fulham,1989,1.4,0,1,0,0,0.73,0,0,,33,0,0,0,2020,English
Mario Lemina,ga GAB,MF,Fulham,1993,1.7,0,1,0,0,0.58,0,0,,23,0,0,0,2020,English
Bernd Leno,de GER,GK,Arsenal,1992,7,0,0,0,,0,0,,,,0,0,0,2020,English
Jamal Lewis,nir NIR,DF,Newcastle Utd,1998,7.2,0,0,0,,0,0,,,,0,0,0,2020,English
Victor Lindelöf,se SWE,DF,Manchester Utd,1994,5,0,1,0,0,0.2,0,0,,7.3,0,0,0,2020,English
Jake Livermore,eng ENG,MF,West Brom,1989,6.3,0,2,0,0,0.32,0,0,,18.5,0,0,0,2020,English
Hugo Lloris,fr FRA,GK,Tottenham,1986,7,0,0,0,,0,0,,,,0,0,0,2020,English
Giovani Lo Celso,ar ARG,MF,Tottenham,1996,1.8,0,7,4,57.1,3.94,2.25,0,0,17.7,1,0,0,2020,English
Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,1996,1.7,0,2,1,50,1.18,0.59,0,0,17.8,0,0,0,2020,English
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,1996,0.7,0,0,0,,0,0,,,,0,0,0,2020,English
Kevin Long,ie IRL,DF,Burnley,1990,6,0,1,0,0,0.17,0,0,,13.6,0,0,0,2020,English
Shane Long,ie IRL,FW,Southampton,1987,0.4,0,1,0,0,2.37,0,0,,12.2,0,0,0,2020,English
Matthew Longstaff,eng ENG,MF,Newcastle Utd,2000,0.3,0,0,0,,0,0,,,,0,0,0,2020,English
Sean Longstaff,eng ENG,MF,Newcastle Utd,1997,2.2,0,3,2,66.7,1.38,0.92,0,0,13.5,0,0,0,2020,English
Ademola Lookman,eng ENG,FW,Fulham,1997,3.3,1,12,4,33.3,3.69,1.23,0.08,0.25,17.5,0,0,0,2020,English
Max Lowe,eng ENG,DF,Sheffield Utd,1997,1.1,0,0,0,,0,0,,,,0,0,0,2020,English
Matthew Lowton,eng ENG,DF,Burnley,1989,3,0,1,0,0,0.33,0,0,,25.3,0,0,0,2020,English
David Luiz,br BRA,DF,Arsenal,1987,3.6,0,2,0,0,0.56,0,0,,25.7,1,0,0,2020,English
Douglas Luiz,br BRA,MF,Aston Villa,1998,5.8,0,5,3,60,0.86,0.51,0,0,21.3,0,0,0,2020,English
John Lundstram,eng ENG,MF,Sheffield Utd,1994,5.9,0,6,2,33.3,1.01,0.34,0,0,19,0,0,1,2020,English
Robert Lynch Sanchez,es ESP,GK,Brighton,,1,0,0,0,,0,0,,,,0,0,0,2020,English
Alexis Mac Allister,ar ARG,"MF,DF",Brighton,1998,0.5,1,1,1,100,1.96,1.96,1,1,19,0,0,0,2020,English
James Maddison,eng ENG,"MF,FW",Leicester City,1996,2.2,1,6,2,33.3,2.67,0.89,0.17,0.5,35.3,2,0,0,2020,English
Harry Maguire,eng ENG,DF,Manchester Utd,1993,6,1,10,1,10,1.67,0.17,0.1,1,13.9,0,0,0,2020,English
Riyad Mahrez,dz ALG,"FW,DF",Manchester City,1991,4.8,1,15,6,40,3.14,1.26,0.07,0.17,17,1,0,0,2020,English
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,1997,2.1,0,1,0,0,0.48,0,0,,19.9,0,0,0,2020,English
Sadio Mané,sn SEN,FW,Liverpool,1992,5.9,4,21,10,47.6,3.57,1.7,0.19,0.4,14.8,0,0,0,2020,English
Javier Manquillo,es ESP,DF,Newcastle Utd,1994,3.4,0,1,0,0,0.29,0,0,,22.8,0,0,0,2020,English
Fernando Marçal,br BRA,DF,Wolves,1989,1.4,0,1,0,0,0.74,0,0,,20,0,0,0,2020,English
Solly March,eng ENG,DF,Brighton,1994,6.3,1,6,1,16.7,0.95,0.16,0.17,1,12.8,0,0,0,2020,English
Anthony Martial,fr FRA,FW,Manchester Utd,1995,2.3,0,2,0,0,0.87,0,0,,19.8,0,0,0,2020,English
Emiliano Martínez,ar ARG,GK,Aston Villa,1992,6,0,0,0,,0,0,,,,0,0,0,2020,English
Arthur Masuaku,cd COD,DF,West Ham,1993,5.9,0,5,1,20,0.84,0.17,0,0,23.7,0,0,0,2020,English
Juan Mata,es ESP,FW,Manchester Utd,1988,1.6,0,2,2,100,1.23,1.23,0,0,18.1,0,0,0,2020,English
Nemanja Matić,rs SRB,MF,Manchester Utd,1988,1.8,0,2,2,100,1.09,1.09,0,0,25.3,0,0,0,2020,English
Joël Matip,cm CMR,DF,Liverpool,1991,1,0,1,1,100,0.98,0.98,0,0,8,0,0,0,2020,English
Neal Maupay,fr FRA,FW,Brighton,1996,7,4,19,8,42.1,2.71,1.14,0.11,0.25,14.2,0,2,2,2020,English
James McArthur,sco SCO,MF,Crystal Palace,1987,4.8,0,2,0,0,0.42,0,0,,17.3,0,0,0,2020,English
Oliver McBurnie,sco SCO,FW,Sheffield Utd,1996,4.8,0,9,4,44.4,1.86,0.83,0,0,13,0,0,0,2020,English
Alex McCarthy,eng ENG,GK,Southampton,1989,8,0,0,0,,0,0,,,,0,0,0,2020,English
James McCarthy,ie IRL,MF,Crystal Palace,1990,3.5,0,1,0,0,0.28,0,0,,28,0,0,0,2020,English
John McGinn,sco SCO,MF,Aston Villa,1994,6,1,8,2,25,1.33,0.33,0.13,0.5,22.3,0,0,0,2020,English
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,1987,3.3,1,7,1,14.3,2.09,0.3,0.14,1,21.9,0,0,0,2020,English
Dwight McNeil,eng ENG,MF,Burnley,1999,7,0,2,0,0,0.29,0,0,,21.1,0,0,0,2020,English
Scott McTominay,sco SCO,MF,Manchester Utd,1996,4.4,0,5,0,0,1.13,0,0,,16.2,0,0,0,2020,English
Ben Mee,eng ENG,DF,Burnley,1989,1,0,1,0,0,1,0,0,,9,0,0,0,2020,English
Benjamin Mendy,fr FRA,DF,Manchester City,1994,2.8,0,1,0,0,0.36,0,0,,25,0,0,0,2020,English
Edouard Mendy,sn SEN,GK,Chelsea,1992,3,0,0,0,,0,0,,,,0,0,0,2020,English
Nampalys Mendy,fr FRA,MF,Leicester City,1992,6.8,0,1,0,0,0.15,0,0,,29,0,0,0,2020,English
Illan Meslier,fr FRA,GK,Leeds United,2000,7,0,0,0,,0,0,,,,0,0,0,2020,English
Luka Milivojević,rs SRB,MF,Crystal Palace,1991,2.5,0,2,0,0,0.79,0,0,,26.8,2,0,0,2020,English
James Milner,eng ENG,MF,Liverpool,1986,0.8,0,0,0,,0,0,,,,0,0,0,2020,English
Yerry Mina,co COL,DF,Everton,1994,7,1,3,2,66.7,0.43,0.29,0.33,0.5,19.3,0,0,0,2020,English
Takumi Minamino,jp JPN,"FW,MF",Liverpool,1995,0.7,0,1,0,0,1.53,0,0,,15.6,0,0,0,2020,English
Tyrone Mings,eng ENG,DF,Aston Villa,1993,6,2,6,4,66.7,1,0.67,0.33,0.5,8.9,0,0,0,2020,English
Tyrick Mitchell,eng ENG,DF,Crystal Palace,1999,6,0,1,1,100,0.17,0.17,0,0,12.2,0,0,0,2020,English
Aleksandar Mitrović,rs SRB,FW,Fulham,1994,6.3,2,24,7,29.2,3.8,1.11,0.04,0.14,12.8,0,1,2,2020,English
Wes Morgan,jm JAM,DF,Leicester City,1984,0.1,0,0,0,,0,0,,,,0,0,0,2020,English
Mason Mount,eng ENG,"FW,MF",Chelsea,1999,5,1,14,5,35.7,2.8,1,0.07,0.2,21.6,2,0,0,2020,English
Lucas Moura,br BRA,FW,Tottenham,1992,3.8,1,5,3,60,1.32,0.79,0.2,0.33,10.9,0,0,0,2020,English
João Moutinho,pt POR,MF,Wolves,1986,4,0,2,0,0,0.5,0,0,,23.5,0,0,0,2020,English
Jacob Murphy,eng ENG,DF,Newcastle Utd,1995,3.1,1,4,1,25,1.31,0.33,0.25,1,25.8,2,0,0,2020,English
Shkodran Mustafi,de GER,DF,Arsenal,1992,0.5,0,0,0,,0,0,,,,0,0,0,2020,English
Marvelous Nakamba,zw ZIM,MF,Aston Villa,1994,0.2,0,1,1,100,6,6,0,0,27,0,0,0,2020,English
Wilfred Ndidi,ng NGA,DF,Leicester City,1996,2,0,0,0,,0,0,,,,0,0,0,2020,English
Tanguy Ndombele,fr FRA,MF,Tottenham,1996,3.9,1,4,1,25,1.01,0.25,0.25,1,14.1,0,0,0,2020,English
Pedro Neto,pt POR,"MF,FW",Wolves,2000,6.3,1,12,2,16.7,1.9,0.32,0.08,0.5,21.2,0,0,0,2020,English
Rúben Neves,pt POR,MF,Wolves,1997,5.2,0,13,2,15.4,2.51,0.39,0,0,25,1,0,0,2020,English
Eddie Nketiah,eng ENG,FW,Arsenal,1999,1.4,1,2,2,100,1.43,1.43,0.5,0.5,11.2,0,0,0,2020,English
Niels Nkounkou,fr FRA,DF,Everton,2000,0.8,0,1,0,0,1.32,0,0,,26.8,0,0,0,2020,English
Dan Nlundulu,eng ENG,FW,Southampton,1999,0,0,0,0,,0,0,,,,0,0,0,2020,English
Mark Noble,eng ENG,MF,West Ham,1987,0.8,0,0,0,,0,0,,,,0,0,0,2020,English
Oliver Norwood,nir NIR,MF,Sheffield Utd,1991,2.4,0,0,0,,0,0,,,,0,0,0,2020,English
Jack O'Connell,eng ENG,DF,Sheffield Utd,1994,2,0,0,0,,0,0,,,,0,0,0,2020,English
Dara O'Shea,ie IRL,DF,West Brom,1999,4,0,1,0,0,0.25,0,0,,19.3,0,0,0,2020,English
Michael Obafemi,ie IRL,FW,Southampton,2000,0.2,0,0,0,,0,0,,,,0,0,0,2020,English
Denis Odoi,be BEL,DF,Fulham,1988,3,0,2,1,50,0.67,0.33,0,0,23.5,0,0,0,2020,English
Angelo Ogbonna,it ITA,DF,West Ham,1988,7,0,3,1,33.3,0.43,0.14,0,0,9.4,0,0,0,2020,English
Robin Olsen,se SWE,GK,Everton,1990,1,0,0,0,,0,0,,,,0,0,0,2020,English
Josh Onomah,eng ENG,MF,Fulham,1997,1.5,0,0,0,,0,0,,,,0,0,0,2020,English
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,1994,3.6,0,2,1,50,0.56,0.28,0,0,15.1,0,0,0,2020,English
Thomas Partey,gh GHA,MF,Arsenal,1993,2.1,0,1,1,100,0.48,0.48,0,0,28.3,0,0,0,2020,English
Rui Patrício,pt POR,GK,Wolves,1988,7,0,0,0,,0,0,,,,0,0,0,2020,English
Nicolas Pépé,ci CIV,FW,Arsenal,1995,2.3,1,5,2,40,2.18,0.87,0.2,0.5,17.1,1,0,0,2020,English
Matheus Pereira,br BRA,"MF,FW",West Brom,1996,6.3,1,12,4,33.3,1.89,0.63,0.08,0.25,21.8,3,0,0,2020,English
Ayoze Pérez,es ESP,"MF,FW",Leicester City,1993,3.1,0,5,1,20,1.61,0.32,0,0,17,0,0,0,2020,English
Kalvin Phillips,eng ENG,MF,Leeds United,1995,5,0,2,1,50,0.4,0.2,0,0,27.2,1,0,0,2020,English
Matt Phillips,sco SCO,MF,West Brom,1991,0.8,0,1,0,0,1.32,0,0,,23,0,0,0,2020,English
Nathaniel Phillips,eng ENG,DF,Liverpool,1997,1,0,0,0,,0,0,,,,0,0,0,2020,English
Jordan Pickford,eng ENG,GK,Everton,1994,6,0,0,0,,0,0,,,,0,0,0,2020,English
Erik Pieters,nl NED,"DF,MF",Burnley,1988,1.6,0,1,1,100,0.64,0.64,0,0,8.3,0,0,0,2020,English
Daniel Podence,pt POR,FW,Wolves,1995,4.9,1,10,5,50,2.04,1.02,0.1,0.2,17.8,0,0,0,2020,English
Paul Pogba,fr FRA,MF,Manchester Utd,1993,4.1,0,4,2,50,0.99,0.49,0,0,18.1,0,0,0,2020,English
Nick Pope,eng ENG,GK,Burnley,1992,7,0,0,0,,0,0,,,,0,0,0,2020,English
Dennis Praet,be BEL,"MF,FW",Leicester City,1994,4.6,1,5,2,40,1.09,0.44,0.2,0.5,16.7,0,0,0,2020,English
Christian Pulisic,us USA,"FW,MF",Chelsea,1998,1.9,0,5,1,20,2.59,0.52,0,0,17.7,0,0,0,2020,English
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,1998,7,0,0,0,,0,0,,,,0,0,0,2020,English
Jacob Ramsey,eng ENG,MF,Aston Villa,2001,0.2,0,0,0,,0,0,,,,0,0,0,2020,English
Marcus Rashford,eng ENG,FW,Manchester Utd,1997,6,2,14,6,42.9,2.33,1,0.14,0.33,17.7,0,0,0,2020,English
Tim Ream,us USA,DF,Fulham,1987,5,0,0,0,,0,0,,,,0,0,0,2020,English
Nathan Redmond,eng ENG,MF,Southampton,1994,3.4,0,6,1,16.7,1.75,0.29,0,0,16.6,0,0,0,2020,English
Harrison Reed,eng ENG,MF,Fulham,1995,2.4,0,2,1,50,0.83,0.42,0,0,28.1,0,0,0,2020,English
Sergio Reguilón,es ESP,DF,Tottenham,1996,3,0,3,1,33.3,1,0.33,0,0,21.2,0,0,0,2020,English
Bobby Reid,jm JAM,"MF,FW",Fulham,1993,3.4,2,6,2,33.3,1.76,0.59,0.33,1,20.4,0,0,0,2020,English
Declan Rice,eng ENG,MF,West Ham,1999,7,0,2,0,0,0.29,0,0,,20.6,0,0,0,2020,English
Richarlison,br BRA,FW,Everton,1997,4.2,1,15,2,13.3,3.53,0.47,0,0,13.8,0,1,1,2020,English
Jaïro Riedewald,nl NED,MF,Crystal Palace,1996,3.2,1,1,1,100,0.31,0.31,1,1,10.8,0,0,0,2020,English
Matt Ritchie,sco SCO,DF,Newcastle Utd,1989,0.8,0,1,0,0,1.32,0,0,,19.1,0,0,0,2020,English
Tyler Roberts,wal WAL,"MF,FW",Leeds United,1999,2.2,0,2,1,50,0.91,0.45,0,0,22.8,0,0,0,2020,English
Andrew Robertson,sco SCO,DF,Liverpool,1994,7,1,6,2,33.3,0.86,0.29,0.17,0.5,13.9,0,0,0,2020,English
Antonee Robinson,us USA,DF,Fulham,1997,4,0,1,1,100,0.25,0.25,0,0,15.6,0,0,0,2020,English
Callum Robinson,ie IRL,"FW,MF",West Brom,1995,3.9,2,7,3,42.9,1.78,0.76,0.29,0.67,27,0,0,0,2020,English
Jack Robinson,eng ENG,DF,Sheffield Utd,1993,2.8,0,2,0,0,0.71,0,0,,10,0,0,0,2020,English
Hal Robson-Kanu,wal WAL,FW,West Brom,1989,1,0,3,1,33.3,3.1,1.03,0,0,25.3,0,0,0,2020,English
Marek Rodák,sk SVK,GK,Fulham,1996,1,0,0,0,,0,0,,,,0,0,0,2020,English
Joe Rodon,wal WAL,FW,Tottenham,1997,0,0,0,0,,0,0,,,,0,0,0,2020,English
Rodri,es ESP,MF,Manchester City,1996,6,0,5,1,20,0.83,0.17,0,0,26.4,0,0,0,2020,English
Rodrigo,es ESP,"MF,FW",Leeds United,1991,3.6,1,14,5,35.7,3.93,1.4,0.07,0.2,13.8,1,0,0,2020,English
James Rodríguez,co COL,FW,Everton,1991,5.6,3,14,7,50,2.48,1.24,0.21,0.43,18.6,2,0,0,2020,English
Jay Rodriguez,eng ENG,"FW,MF",Burnley,1989,1.7,0,3,0,0,1.73,0,0,,19.3,0,0,0,2020,English
Oriol Romeu,es ESP,MF,Southampton,1991,7.6,1,7,4,57.1,0.93,0.53,0.14,0.25,23,0,0,0,2020,English
Mathew Ryan,au AUS,GK,Brighton,1992,7,0,0,0,,0,0,,,,0,0,0,2020,English
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,1997,5.7,1,6,4,66.7,1.06,0.71,0.17,0.25,20.8,0,0,0,2020,English
Romain Saïss,ma MAR,DF,Wolves,1990,5.7,1,4,2,50,0.7,0.35,0.25,0.5,10.9,0,0,0,2020,English
Bukayo Saka,eng ENG,"DF,FW",Arsenal,2001,4.6,1,12,5,41.7,2.58,1.08,0.08,0.2,14.1,0,0,0,2020,English
Mamadou Sakho,fr FRA,DF,Crystal Palace,1990,3.1,0,1,0,0,0.33,0,0,,12,0,0,0,2020,English
Mohamed Salah,eg EGY,FW,Liverpool,1992,7,7,28,11,39.3,4.01,1.57,0.14,0.36,15.5,0,3,3,2020,English
Davinson Sánchez,co COL,DF,Tottenham,1996,4,0,3,0,0,0.75,0,0,,5.7,0,0,0,2020,English
Romaine Sawyers,kn SKN,MF,West Brom,1991,3.8,0,2,0,0,0.53,0,0,,25,0,0,0,2020,English
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,1991,4.1,0,1,0,0,0.25,0,0,,25,0,0,0,2020,English
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,1992,4.2,0,4,1,25,0.95,0.24,0,0,15.7,0,0,0,2020,English
Kasper Schmeichel,dk DEN,GK,Leicester City,1986,7,0,0,0,,0,0,,,,0,0,0,2020,English
Nélson Semedo,pt POR,DF,Wolves,1993,4.7,0,4,1,25,0.86,0.21,0,0,21.2,0,0,0,2020,English
Jamie Shackleton,eng ENG,MF,Leeds United,1999,1.4,0,0,0,,0,0,,,,0,0,0,2020,English
Xherdan Shaqiri,ch SUI,MF,Liverpool,1991,0.2,0,0,0,,0,0,,,,0,0,0,2020,English
Billy Sharp,eng ENG,"FW,MF",Sheffield Utd,1986,1.5,1,2,0,0,1.36,0,0,,9.6,0,1,1,2020,English
Luke Shaw,eng ENG,DF,Manchester Utd,1995,6,0,1,1,100,0.17,0.17,0,0,20,0,0,0,2020,English
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,1992,4.8,0,8,2,25,1.67,0.42,0,0,20.6,1,0,0,2020,English
Gylfi Sigurðsson,is ISL,MF,Everton,1989,3.6,0,7,1,14.3,1.97,0.28,0,0,20.4,0,0,0,2020,English
Bernardo Silva,pt POR,"MF,FW",Manchester City,1994,3,0,3,1,33.3,0.99,0.33,0,0,13.4,0,0,0,2020,English
Fábio Silva,pt POR,FW,Wolves,2002,0.5,0,2,0,0,4.19,0,0,,10.3,0,0,0,2020,English
Thiago Silva,br BRA,DF,Chelsea,1984,3.8,0,1,1,100,0.26,0.26,0,0,9,0,0,0,2020,English
Moussa Sissoko,fr FRA,MF,Tottenham,1989,4.5,0,0,0,,0,0,,,,0,0,0,2020,English
Islam Slimani,dz ALG,FW,Leicester City,1988,0.2,0,1,0,0,4.5,0,0,,11.1,0,0,0,2020,English
William Smallbone,ie IRL,MF,Southampton,2000,1.2,0,0,0,,0,0,,,,0,0,0,2020,English
Robert Snodgrass,sco SCO,DF,West Ham,1987,0,0,0,0,,0,0,,,,0,0,0,2020,English
Tomáš Souček,cz CZE,MF,West Ham,1995,7,0,15,4,26.7,2.14,0.57,0,0,13.7,0,0,0,2020,English
Çağlar Söyüncü,tr TUR,DF,Leicester City,1996,4,0,1,0,0,0.25,0,0,,17.5,0,0,0,2020,English
Dale Stephens,eng ENG,MF,Burnley,1989,2.2,0,3,0,0,1.34,0,0,,21.3,0,0,0,2020,English
Jack Stephens,eng ENG,DF,Southampton,1994,3.5,0,1,1,100,0.29,0.29,0,0,8,0,0,0,2020,English
Raheem Sterling,eng ENG,FW,Manchester City,1994,5.9,2,14,5,35.7,2.38,0.85,0.14,0.4,16.5,1,0,0,2020,English
Enda Stevens,ie IRL,DF,Sheffield Utd,1990,7,0,6,2,33.3,0.86,0.29,0,0,21.8,0,0,0,2020,English
John Stones,eng ENG,DF,Manchester City,1994,1,0,0,0,,0,0,,,,0,0,0,2020,English
Pascal Struijk,nl NED,"DF,MF",Leeds United,1999,2,0,0,0,,0,0,,,,0,0,0,2020,English
Matt Targett,eng ENG,DF,Aston Villa,1995,6,0,3,0,0,0.5,0,0,,20.3,1,0,0,2020,English
James Tarkowski,eng ENG,DF,Burnley,1992,5,0,5,1,20,1,0.2,0,0,8.7,0,0,0,2020,English
Charlie Taylor,eng ENG,DF,Burnley,1993,7,0,1,1,100,0.14,0.14,0,0,22.5,0,0,0,2020,English
Nathan Tella,eng ENG,MF,Southampton,1999,0.6,0,1,0,0,1.76,0,0,,25,0,0,0,2020,English
Kenny Tete,nl NED,DF,Fulham,1995,1.4,0,0,0,,0,0,,,,0,0,0,2020,English
Luke Thomas,eng ENG,DF,Leicester City,,1,0,1,1,100,1,1,0,0,18.4,0,0,0,2020,English
Youri Tielemans,be BEL,MF,Leicester City,1997,7,3,5,5,100,0.71,0.71,0.2,0.2,25.4,2,2,2,2020,English
Kieran Tierney,sco SCO,DF,Arsenal,1997,5.9,0,2,0,0,0.34,0,0,,27.6,0,0,0,2020,English
Fikayo Tomori,eng ENG,DF,Chelsea,1997,0.5,0,0,0,,0,0,,,,0,0,0,2020,English
Ferrán Torres,es ESP,FW,Manchester City,2000,2,0,8,3,37.5,3.98,1.49,0,0,14.9,0,0,0,2020,English
Cenk Tosun,tr TUR,FW,Everton,1991,0.2,0,0,0,,0,0,,,,0,0,0,2020,English
Andros Townsend,eng ENG,MF,Crystal Palace,1991,6.8,1,7,3,42.9,1.03,0.44,0.14,0.33,20.6,0,0,0,2020,English
Conor Townsend,eng ENG,DF,West Brom,1993,5,0,2,1,50,0.4,0.2,0,0,11.5,0,0,0,2020,English
Adama Traoré,es ESP,"DF,FW",Wolves,1996,3.5,0,4,1,25,1.15,0.29,0,0,22.4,0,0,0,2020,English
Bertrand Traoré,bf BFA,FW,Aston Villa,1995,0.8,0,3,1,33.3,3.65,1.22,0,0,15.8,0,0,0,2020,English
Trézéguet,eg EGY,FW,Aston Villa,1994,5.2,0,10,4,40,1.93,0.77,0,0,13,0,0,0,2020,English
Leandro Trossard,be BEL,FW,Brighton,1994,6.5,1,16,6,37.5,2.45,0.92,0.06,0.17,19.5,0,0,0,2020,English
Cengiz Ünder,tr TUR,MF,Leicester City,1997,0.8,0,0,0,,0,0,,,,0,0,0,2020,English
Jamie Vardy,eng ENG,FW,Leicester City,1987,5.2,7,8,5,62.5,1.54,0.96,0.38,0.6,10.5,0,4,4,2020,English
Joël Veltman,nl NED,DF,Brighton,1992,3.4,0,0,0,,0,0,,,,0,0,0,2020,English
Jannik Vestergaard,dk DEN,DF,Southampton,1992,6.5,2,3,3,100,0.46,0.46,0.67,0.67,8.5,0,0,0,2020,English
Rúben Vinagre,pt POR,DF,Wolves,1999,1.9,0,0,0,,0,0,,,,0,0,0,2020,English
Vitinha,pt POR,MF,Wolves,2000,0.3,0,0,0,,0,0,,,,0,0,0,2020,English
Matěj Vydra,cz CZE,FW,Burnley,1992,1.5,0,4,0,0,2.67,0,0,,19.3,0,0,0,2020,English
Theo Walcott,eng ENG,"MF,FW",Southampton,1989,3,0,7,0,0,2.36,0,0,,20.3,0,0,0,2020,English
Theo Walcott,eng ENG,FW,Everton,1989,0.1,0,0,0,,0,0,,,,0,0,0,2020,English
Kyle Walker,eng ENG,DF,Manchester City,1990,5.9,1,6,3,50,1.02,0.51,0.17,0.33,28.7,0,0,0,2020,English
Kyle Walker-Peters,eng ENG,DF,Southampton,1997,8,0,4,2,50,0.5,0.25,0,0,21.5,0,0,0,2020,English
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,1997,5,1,3,2,66.7,0.6,0.4,0.33,0.5,17.2,0,0,0,2020,English
Joel Ward,eng ENG,DF,Crystal Palace,1989,5,0,0,0,,0,0,,,,0,0,0,2020,English
James Ward-Prowse,eng ENG,MF,Southampton,1994,8,3,9,5,55.6,1.13,0.62,0.33,0.6,23,5,0,0,2020,English
Ollie Watkins,eng ENG,FW,Aston Villa,1995,6,4,14,6,42.9,2.33,1,0.21,0.5,11.9,0,1,1,2020,English
Adam Webster,eng ENG,DF,Brighton,1995,8,0,6,1,16.7,0.75,0.12,0,0,14.5,0,0,0,2020,English
Danny Welbeck,eng ENG,FW,Brighton,1990,1.1,0,3,1,33.3,2.65,0.88,0,0,15.7,0,0,0,2020,English
Timo Werner,de GER,FW,Chelsea,1996,6.8,3,16,7,43.8,2.36,1.03,0.19,0.43,14.7,0,0,0,2020,English
Ashley Westwood,eng ENG,MF,Burnley,1990,7,1,3,2,66.7,0.43,0.29,0.33,0.5,21.1,0,0,0,2020,English
Ben White,eng ENG,"DF,MF",Brighton,1997,7.9,0,1,0,0,0.13,0,0,,18.4,0,0,0,2020,English
Georginio Wijnaldum,nl NED,MF,Liverpool,1990,6,0,9,3,33.3,1.5,0.5,0,0,15.9,0,0,0,2020,English
Willian,br BRA,FW,Arsenal,1988,5,0,3,1,33.3,0.6,0.2,0,0,14.9,1,0,0,2020,English
Callum Wilson,eng ENG,FW,Newcastle Utd,1992,7.7,6,12,4,33.3,1.55,0.52,0.25,0.75,9.7,0,3,3,2020,English
Harry Winks,eng ENG,MF,Tottenham,1996,2.9,0,0,0,,0,0,,,,0,0,0,2020,English
Chris Wood,nz NZL,FW,Burnley,1991,6.9,1,13,6,46.2,1.88,0.87,0.08,0.17,11.5,0,0,0,2020,English
Granit Xhaka,ch SUI,"MF,DF",Arsenal,1992,4.5,0,5,0,0,1.1,0,0,,22.3,2,0,0,2020,English
Andriy Yarmolenko,ua UKR,FW,West Ham,1989,1.1,0,4,1,25,3.53,0.88,0,0,22.3,0,0,0,2020,English
Wilfried Zaha,ci CIV,FW,Crystal Palace,1992,7,5,15,5,33.3,2.14,0.71,0.2,0.6,14,0,2,2,2020,English
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,1995,6,0,8,1,12.5,1.33,0.17,0,0,20.3,0,0,0,2020,English
Oleksandr Zinchenko,ua UKR,DF,Manchester City,1996,0.1,0,0,0,,0,0,,,,0,0,0,2020,English
Hakim Ziyech,ma MAR,FW,Chelsea,1993,1.1,1,1,1,100,0.89,0.89,1,1,18.7,0,0,0,2020,English
Kurt Zouma,fr FRA,DF,Chelsea,1994,6,3,6,5,83.3,1,0.83,0.5,0.6,9.3,0,0,0,2020,English
Patrick van Aanholt,nl NED,DF,Crystal Palace,1990,27.9,3,26,5,19.2,0.93,0.18,0.08,0.4,20.6,3,1,1,2019,English
Max Aarons,eng ENG,DF,Norwich City,2000,36,0,14,4,28.6,0.39,0.11,0,0,17.8,0,0,0,2019,English
Tammy Abraham,eng ENG,FW,Chelsea,1997,24.6,15,88,35,39.8,3.58,1.42,0.17,0.43,11.1,0,0,0,2019,English
Che Adams,eng ENG,FW,Southampton,1996,12.3,4,37,9,24.3,3,0.73,0.11,0.44,15.2,0,0,0,2019,English
Adrián,es ESP,GK,Liverpool,1987,9.7,0,0,0,,0,0,,,,0,0,0,2019,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,16.1,16,73,25,34.2,4.52,1.55,0.19,0.56,12.4,0,2,3,2019,English
Albian Ajeti,ch SUI,"MF,FW",West Ham,1997,1.5,0,3,0,0,1.94,0,0,,14.2,0,0,0,2019,English
Nathan Aké,nl NED,DF,Bournemouth,1995,27.8,2,24,7,29.2,0.86,0.25,0.08,0.29,9.7,0,0,0,2019,English
Marc Albrighton,eng ENG,"MF,DF",Leicester City,1989,9.6,0,10,2,20,1.04,0.21,0,0,20.7,0,0,0,2019,English
Toby Alderweireld,be BEL,DF,Tottenham,1989,32.9,2,16,5,31.3,0.49,0.15,0.13,0.4,11.2,0,0,0,2019,English
Trent Alexander-Arnold,eng ENG,DF,Liverpool,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,12,0,0,2019,English
Alisson,br BRA,GK,Liverpool,1992,28.3,0,0,0,,0,0,,,,0,0,0,2019,English
Dele Alli,eng ENG,"MF,FW",Tottenham,1996,20.5,8,39,18,46.2,1.9,0.88,0.18,0.39,14,0,1,1,2019,English
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,1994,33.6,4,55,17,30.9,1.64,0.51,0.07,0.24,15.7,0,0,0,2019,English
Marcos Alonso,es ESP,DF,Chelsea,1990,15.9,4,30,8,26.7,1.89,0.5,0.13,0.5,16.9,1,0,0,2019,English
